Invoice_ID,PO_Number,Supplier_ID,Invoice_Amount,Currency,Invoice_Date,Description,Department,Requestor,Status
INV-000229,PO-00171,SUP-010,49968.99,USD,2025-06-06,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-000230,PO-00220,SUP-046,22381.19,USD,2026-01-02,Breakroom Snacks and Coffee,Operations,User_17,Approve
INV-000231,PO-00276,SUP-012,20212.09,USD,2025-10-30,Server Rack Maintenance Fee,IT,User_2,Approve
INV-000232,PO-00060,SUP-036,16884.94,USD,2025-02-10,Audit Services - FY2025 (Shipping/Tax Diff),Finance,User_7,Review Further
INV-000233,PO-00067,SUP-013,34136.15,USD,2025-09-06,Software Development Consultation - Q3,IT,User_4,Approve
INV-000234,,SUP-016,2988.71,USD,2025-10-06,Office Cleaning Services - Monthly,Operations,User_15,Review Further
INV-000235,PO-00291,SUP-015,49820.07,EUR,2025-05-31,Cloud Hosting Services - AWS,IT,User_7,Approve
INV-000236,PO-00002,SUP-043,36955.33,USD,2025-04-10,Bank Transaction Fees,Finance,User_19,Approve
INV-000237,PO-00014,SUP-003,36833.76,USD,2025-12-27,Lenovo ThinkPad X1 Carbon Gen 9 (Shipping/Tax Diff),IT,User_2,Review Further
INV-000238,,SUP-003,3878.63,USD,2025-03-23,Suspicious Non-PO Request,IT,User_5,Reject
INV-000239,,SUP-006,3267.6,USD,2025-08-27,Suspicious Non-PO Request,Operations,User_12,Reject
INV-000240,,SUP-035,2087.96,USD,2025-12-31,Office Supplies - Paper/Pens/Ink,Operations,User_15,Review Further
INV-000241,,SUP-031,3774.61,USD,2025-11-11,Suspicious Non-PO Request,Marketing,User_13,Reject
INV-000242,PO-00062,SUP-028,43297.98,EUR,2025-06-02,Cisco Meraki MR56 Access Points,IT,User_1,Approve
INV-000243,PO-00245,SUP-035,28119.18,USD,2025-04-11,Waste Management Services,Operations,User_9,Approve
INV-000244,PO-00101,SUP-032,8722.75,EUR,2026-01-10,Tax Consultation Fees (Shipping/Tax Diff),Finance,User_4,Review Further
INV-000245,PO-00013,SUP-030,36591.78,EUR,2025-11-22,Cisco Meraki MR56 Access Points,IT,User_13,Approve
INV-000246,PO-00046,SUP-013,4097.02,USD,2025-05-05,Microsoft 365 Enterprise Licenses (Annual) (Shipping/Tax Diff),IT,User_13,Review Further
INV-000247,PO-00082,SUP-014,32974.87,USD,2025-05-01,Audit Services - FY2025,Finance,User_14,Approve
INV-000248,PO-00106,SUP-030,39913.25,USD,2025-03-17,Dell Latitude 5520 Laptop (Count: 5),IT,User_18,Approve
INV-000249,PO-00271,SUP-002,46391.34,USD,2025-03-14,Video Production Services - Promo,Marketing,User_1,Reject
INV-000250,PO-00236,SUP-014,4165.56,USD,2025-09-01,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_9,Review Further
INV-000251,,SUP-007,384.29,USD,2025-05-28,Suspicious Non-PO Request,IT,User_7,Reject
INV-000252,PO-00027,SUP-001,47374.0,EUR,2025-11-19,Security Guard Services - Nov,Operations,User_3,Approve
INV-000253,PO-00201,SUP-050,46052.63,USD,2025-09-22,Waste Management Services (Shipping/Tax Diff),Operations,User_16,Review Further
INV-000254,PO-00284,SUP-048,35550.74,USD,2025-02-27,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_17,Review Further
INV-000255,PO-00244,SUP-022,34105.44,USD,2025-07-16,Audit Services - FY2025,Finance,User_3,Approve
INV-000256,PO-00098,SUP-013,38180.87,USD,2025-08-15,Monitor 27-inch 4K - Dell UltraSharp,IT,User_14,Approve
INV-000257,PO-00075,SUP-015,16405.66,USD,2025-11-29,Dell Latitude 5520 Laptop (Count: 5) (Shipping/Tax Diff),IT,User_10,Review Further
INV-000258,PO-00037,SUP-011,47359.61,USD,2025-08-03,Microsoft 365 Enterprise Licenses (Annual),IT,User_7,Reject
INV-000259,,SUP-024,3080.87,USD,2025-02-11,Cisco Meraki MR56 Access Points,IT,User_10,Review Further
INV-000260,PO-00079,SUP-009,44372.38,USD,2025-06-12,Cisco Meraki MR56 Access Points (Shipping/Tax Diff),IT,User_2,Review Further
INV-000261,PO-00172,SUP-006,23386.47,USD,2025-11-20,Breakroom Snacks and Coffee,Operations,User_1,Reject
INV-000262,PO-00244,SUP-022,34105.44,USD,2025-07-08,Audit Services - FY2025,Finance,User_3,Approve
INV-000263,PO-00219,SUP-045,33861.45,EUR,2025-03-14,Creative Design for Holiday Campaign,Marketing,User_14,Approve
INV-000264,,SUP-043,3576.0,USD,2025-11-05,Suspicious Non-PO Request,Finance,User_3,Reject
INV-000265,PO-00165,SUP-022,2776.55,USD,2025-03-06,Audit Services - FY2025,Finance,User_12,Approve
INV-000266,,SUP-027,828.68,USD,2025-03-07,Suspicious Non-PO Request,Finance,User_19,Reject
INV-000267,,SUP-048,2568.68,USD,2025-02-05,Tax Consultation Fees,Finance,User_1,Review Further
INV-000268,PO-00197,SUP-044,44060.81,USD,2025-05-18,Audit Services - FY2025,Finance,User_9,Reject
INV-000269,PO-00017,SUP-014,23213.17,USD,2026-01-05,Unrelated Service Fee,Finance,User_8,Reject
INV-000270,,SUP-046,1278.9,USD,2025-06-26,Suspicious Non-PO Request,Operations,User_9,Reject
INV-000271,,SUP-023,3382.96,USD,2025-02-09,Suspicious Non-PO Request,Finance,User_6,Reject
INV-000272,PO-00258,SUP-030,31886.5,USD,2025-12-27,Software Development Consultation - Q3,IT,User_17,Reject
INV-000273,PO-00092,SUP-030,15281.33,EUR,2025-07-19,Monitor 27-inch 4K - Dell UltraSharp,IT,User_18,Approve
INV-000274,PO-00211,SUP-025,17906.49,USD,2025-07-05,Office Supplies - Paper/Pens/Ink,Operations,User_16,Approve
INV-000275,,SUP-007,3933.31,USD,2025-11-28,Suspicious Non-PO Request,IT,User_8,Reject
INV-000276,PO-00145,SUP-016,43313.07,EUR,2025-09-12,Unrelated Service Fee,Operations,User_14,Reject
INV-000277,PO-00039,SUP-025,43787.05,EUR,2025-05-22,Security Guard Services - Nov,Operations,User_18,Approve
INV-000278,PO-00171,SUP-010,49968.99,USD,2025-05-30,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-000279,PO-00166,SUP-018,7705.7,USD,2025-09-13,Unrelated Service Fee,Operations,User_6,Reject
INV-000280,,SUP-028,3303.65,USD,2025-06-20,Suspicious Non-PO Request,IT,User_4,Reject
INV-000281,,SUP-042,2485.54,USD,2025-02-13,Breakroom Snacks and Coffee,Operations,User_5,Review Further
INV-000282,PO-00151,SUP-026,29394.39,EUR,2025-06-26,Payroll Processing Fees - Oct,Finance,User_8,Reject
INV-000283,PO-00218,SUP-002,5059.55,USD,2025-12-26,Q3 Digital Ad Campaign Management (Shipping/Tax Diff),Marketing,User_6,Review Further
INV-000284,PO-00151,SUP-026,21066.77,EUR,2025-07-09,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-000285,,SUP-006,3329.1,USD,2025-03-21,Breakroom Snacks and Coffee,Operations,User_8,Review Further
INV-000286,PO-00021,SUP-048,19390.15,USD,2025-08-20,Unrelated Service Fee,Finance,User_18,Reject
INV-000287,PO-00104,SUP-010,1771.08,EUR,2025-11-11,Financial Reporting Software - Seat License,Finance,User_13,Approve
INV-000288,PO-00212,SUP-034,17830.64,USD,2025-04-17,Software Development Consultation - Q3,IT,User_9,Approve
INV-000289,,SUP-003,573.01,USD,2025-09-01,Suspicious Non-PO Request,IT,User_15,Reject
INV-000290,PO-00298,SUP-032,33362.14,USD,2025-10-03,Payroll Processing Fees - Oct,Finance,User_5,Reject
INV-000291,PO-00253,SUP-015,2662.78,USD,2025-10-09,Software Development Consultation - Q3,IT,User_15,Approve
INV-000292,PO-00229,SUP-038,48824.89,EUR,2026-01-23,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_4,Review Further
INV-000293,,SUP-040,3570.23,USD,2025-07-15,Suspicious Non-PO Request,Marketing,User_13,Reject
INV-000294,,SUP-011,4953.85,USD,2025-01-29,Suspicious Non-PO Request,IT,User_13,Reject
INV-000295,PO-00196,SUP-025,5941.35,USD,2025-04-20,Office Cleaning Services - Monthly,Operations,User_1,Approve
INV-000296,PO-00028,SUP-043,6855.38,USD,2025-03-20,Payroll Processing Fees - Oct,Finance,User_9,Approve
INV-000297,,SUP-039,3915.75,USD,2025-05-07,Suspicious Non-PO Request,Operations,User_5,Reject
INV-000298,PO-00279,SUP-023,27044.87,USD,2025-05-06,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_17,Review Further
INV-000299,PO-00261,SUP-037,21037.4,USD,2025-02-01,Monitor 27-inch 4K - Dell UltraSharp,IT,User_8,Approve
INV-000300,,SUP-010,3247.64,USD,2025-03-20,Financial Reporting Software - Seat License,Finance,User_3,Review Further
INV-000301,PO-00106,SUP-030,39913.25,USD,2025-04-22,Dell Latitude 5520 Laptop (Count: 5),IT,User_18,Approve
INV-000302,PO-00273,SUP-031,2880.92,USD,2025-04-20,Video Production Services - Promo (Shipping/Tax Diff),Marketing,User_15,Review Further
INV-000303,,SUP-013,1112.84,USD,2025-04-19,Suspicious Non-PO Request,IT,User_9,Reject
INV-000304,,SUP-010,3089.83,USD,2025-11-25,Bank Transaction Fees,Finance,User_8,Review Further
INV-000305,PO-00091,SUP-019,48187.52,EUR,2025-08-10,Office Cleaning Services - Monthly (Shipping/Tax Diff),Operations,User_16,Review Further
INV-000306,PO-00243,SUP-030,8879.96,USD,2025-12-27,Software Development Consultation - Q3 (Shipping/Tax Diff),IT,User_13,Review Further
INV-000307,PO-00065,SUP-002,17808.09,USD,2025-09-29,Unrelated Service Fee,Marketing,User_1,Reject
INV-000308,PO-00195,SUP-025,15338.68,USD,2025-02-05,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_18,Review Further
INV-000309,PO-00007,SUP-040,18269.48,USD,2025-03-25,Video Production Services - Promo,Marketing,User_2,Approve
INV-000310,PO-00236,SUP-014,3880.17,USD,2025-09-14,Payroll Processing Fees - Oct,Finance,User_9,Approve
INV-000311,,SUP-007,4958.08,USD,2025-10-12,Suspicious Non-PO Request,IT,User_12,Reject
INV-000312,,SUP-017,3301.48,USD,2025-05-30,Suspicious Non-PO Request,IT,User_18,Reject
INV-000313,PO-00012,SUP-004,10870.6,GBP,2025-08-08,Breakroom Snacks and Coffee,Operations,User_20,Review Further
INV-000314,PO-00140,SUP-033,38273.9,EUR,2025-02-15,Unrelated Service Fee,Marketing,User_17,Reject
INV-000315,,SUP-005,1624.12,USD,2026-01-06,Suspicious Non-PO Request,Operations,User_12,Reject
INV-000316,PO-00198,SUP-042,40840.47,USD,2025-04-20,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_16,Review Further
INV-000317,PO-00191,SUP-010,9895.52,EUR,2025-06-07,Audit Services - FY2025,Finance,User_3,Approve
INV-000318,,SUP-037,1201.49,USD,2025-05-06,Server Rack Maintenance Fee,IT,User_1,Review Further
INV-000319,PO-00134,SUP-024,39497.49,EUR,2025-06-07,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_4,Approve
INV-000320,PO-00070,SUP-022,19567.17,USD,2025-04-04,Corporate Insurance Premium,Finance,User_9,Approve
INV-000321,,SUP-004,781.17,USD,2026-01-09,Suspicious Non-PO Request,Operations,User_5,Reject
INV-000322,PO-00205,SUP-004,32239.8,EUR,2025-05-30,Office Supplies - Paper/Pens/Ink,Operations,User_11,Reject
INV-000323,PO-00014,SUP-003,34564.02,USD,2025-12-28,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_2,Approve
INV-000324,,SUP-031,829.64,USD,2025-08-25,Video Production Services - Promo,Marketing,User_16,Review Further
INV-000325,PO-00148,SUP-021,1929.04,GBP,2025-04-09,Bank Transaction Fees,Finance,User_6,Review Further
INV-000326,,SUP-045,2965.3,USD,2025-04-13,Suspicious Non-PO Request,Marketing,User_13,Reject
INV-000327,,SUP-007,929.66,USD,2025-01-14,Suspicious Non-PO Request,IT,User_19,Reject
INV-000328,PO-00144,SUP-035,24530.74,USD,2025-03-13,Facilities Management Retainer (Shipping/Tax Diff),Operations,User_11,Review Further
INV-000329,,SUP-012,2849.47,USD,2025-09-25,Suspicious Non-PO Request,IT,User_5,Reject
INV-000330,,SUP-019,4912.78,USD,2025-04-09,Suspicious Non-PO Request,Operations,User_3,Reject
INV-000331,,SUP-047,1285.23,USD,2025-02-17,Suspicious Non-PO Request,IT,User_12,Reject
INV-000332,PO-00113,SUP-033,10999.93,USD,2025-10-19,Creative Design for Holiday Campaign,Marketing,User_9,Approve
INV-000333,PO-00300,SUP-017,29595.41,EUR,2026-01-08,Unrelated Service Fee,IT,User_17,Reject
INV-000334,PO-00294,SUP-017,14872.93,USD,2025-11-12,Cloud Hosting Services - AWS,IT,User_6,Approve
INV-000335,,SUP-018,2423.47,USD,2025-11-05,Suspicious Non-PO Request,Operations,User_8,Reject
INV-000336,PO-00020,SUP-050,8065.65,EUR,2025-03-13,HVAC Maintenance and Repair,Operations,User_20,Approve
INV-000337,PO-00286,SUP-001,47216.1,USD,2025-06-08,Facilities Management Retainer,Operations,User_13,Reject
INV-000338,,SUP-012,421.26,USD,2025-03-02,Suspicious Non-PO Request,IT,User_11,Reject
INV-000339,PO-00234,SUP-039,4533.32,EUR,2025-12-19,Pest Control Quarterly Service (Shipping/Tax Diff),Operations,User_19,Review Further
INV-000340,,SUP-049,1067.47,USD,2025-04-21,Suspicious Non-PO Request,Operations,User_14,Reject
INV-000341,,SUP-013,524.78,USD,2025-08-03,Server Rack Maintenance Fee,IT,User_19,Review Further
INV-000342,PO-00226,SUP-042,22092.87,USD,2025-02-23,Pest Control Quarterly Service,Operations,User_11,Approve
INV-000343,PO-00290,SUP-005,20733.99,USD,2025-10-20,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_9,Review Further
INV-000344,,SUP-013,1494.47,USD,2025-02-24,Suspicious Non-PO Request,IT,User_16,Reject
INV-000345,PO-00027,SUP-001,47374.0,EUR,2025-12-13,Security Guard Services - Nov,Operations,User_3,Approve
INV-000346,,SUP-014,3227.24,USD,2025-07-31,Suspicious Non-PO Request,Finance,User_6,Reject
INV-000347,PO-00059,SUP-027,41812.45,USD,2025-02-18,Corporate Insurance Premium,Finance,User_14,Approve
INV-000348,PO-00182,SUP-030,18744.99,EUR,2025-09-21,Cloud Hosting Services - AWS,IT,User_12,Approve
INV-000349,PO-00042,SUP-045,606.69,USD,2025-09-10,Email Marketing Platform Subscription,Marketing,User_15,Approve
INV-000350,PO-00032,SUP-043,4014.16,USD,2025-02-09,Bank Transaction Fees,Finance,User_8,Approve
INV-000351,PO-00300,SUP-017,29595.41,EUR,2026-01-14,Cisco Meraki MR56 Access Points,IT,User_17,Approve
INV-000352,,SUP-035,351.87,USD,2025-07-31,Suspicious Non-PO Request,Operations,User_17,Reject
INV-000353,PO-00109,SUP-022,45383.26,USD,2025-05-04,Bank Transaction Fees,Finance,User_20,Reject
INV-000354,,SUP-025,4518.75,USD,2025-01-31,HVAC Maintenance and Repair,Operations,User_17,Review Further
INV-000355,PO-00150,SUP-006,47379.51,EUR,2025-09-18,HVAC Maintenance and Repair,Operations,User_10,Approve
INV-000356,PO-00223,SUP-020,49958.95,USD,2025-06-15,Breakroom Snacks and Coffee,Operations,User_11,Reject
INV-000357,PO-00042,SUP-045,874.81,USD,2025-08-13,Email Marketing Platform Subscription,Marketing,User_15,Reject
INV-000358,PO-00220,SUP-046,22381.19,GBP,2025-11-26,Breakroom Snacks and Coffee,Operations,User_17,Review Further
INV-000359,PO-00096,SUP-017,1841.55,USD,2026-01-09,Monitor 27-inch 4K - Dell UltraSharp,IT,User_15,Approve
INV-000360,PO-00085,SUP-024,21623.67,GBP,2025-09-30,Server Rack Maintenance Fee,IT,User_16,Review Further
INV-000361,PO-00253,SUP-015,2851.78,USD,2025-09-22,Software Development Consultation - Q3 (Shipping/Tax Diff),IT,User_15,Review Further
INV-000362,,SUP-043,2854.64,USD,2025-11-08,Suspicious Non-PO Request,Finance,User_4,Reject
INV-000363,,SUP-039,1466.16,USD,2025-10-15,Waste Management Services,Operations,User_12,Review Further
INV-000364,PO-00295,SUP-009,12279.83,USD,2025-10-27,Lenovo ThinkPad X1 Carbon Gen 9 (Shipping/Tax Diff),IT,User_8,Review Further
INV-000365,,SUP-048,3062.84,USD,2026-01-04,Suspicious Non-PO Request,Finance,User_13,Reject
INV-000366,PO-00121,SUP-016,32257.0,USD,2025-10-27,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_10,Review Further
INV-000367,PO-00127,SUP-003,47481.72,USD,2025-11-18,Microsoft 365 Enterprise Licenses (Annual),IT,User_4,Approve
INV-000368,PO-00185,SUP-016,2744.67,USD,2025-05-09,Unrelated Service Fee,Operations,User_16,Reject
INV-000369,,SUP-016,4351.06,USD,2025-03-23,Suspicious Non-PO Request,Operations,User_10,Reject
INV-000370,PO-00294,SUP-017,15682.97,USD,2025-11-16,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_6,Review Further
INV-000371,,SUP-014,4128.65,USD,2025-09-19,Suspicious Non-PO Request,Finance,User_17,Reject
INV-000372,PO-00131,SUP-045,4518.78,USD,2026-01-07,SEO Optimization Services,Marketing,User_18,Approve
INV-000373,PO-00194,SUP-025,11189.59,USD,2025-12-14,Office Supplies - Paper/Pens/Ink,Operations,User_5,Approve
INV-000374,PO-00271,SUP-002,31965.7,USD,2025-02-18,Video Production Services - Promo,Marketing,User_1,Approve
INV-000375,PO-00258,SUP-030,24289.24,USD,2025-12-12,Software Development Consultation - Q3,IT,User_17,Approve
INV-000376,,SUP-008,2309.42,USD,2025-07-17,Suspicious Non-PO Request,IT,User_7,Reject
INV-000377,PO-00029,SUP-016,21445.33,USD,2025-11-28,Office Supplies - Paper/Pens/Ink,Operations,User_10,Approve
INV-000378,PO-00161,SUP-003,34788.88,USD,2025-12-31,Microsoft 365 Enterprise Licenses (Annual),IT,User_18,Approve
INV-000379,PO-00076,SUP-018,39395.06,EUR,2025-09-22,Facilities Management Retainer,Operations,User_15,Approve
INV-000380,PO-00021,SUP-048,19390.15,USD,2025-08-10,Payroll Processing Fees - Oct,Finance,User_18,Approve
INV-000381,PO-00280,SUP-026,36490.53,EUR,2025-04-11,Audit Services - FY2025,Finance,User_20,Approve
INV-000382,,SUP-015,185.88,USD,2025-02-08,Suspicious Non-PO Request,IT,User_6,Reject
INV-000383,PO-00130,SUP-016,32838.68,USD,2025-02-15,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_7,Review Further
INV-000384,PO-00290,SUP-005,25865.84,USD,2025-10-15,Security Guard Services - Nov,Operations,User_9,Reject
INV-000385,PO-00295,SUP-009,12326.34,USD,2025-10-21,Lenovo ThinkPad X1 Carbon Gen 9 (Shipping/Tax Diff),IT,User_8,Review Further
INV-000386,PO-00233,SUP-050,8483.39,USD,2025-03-30,Office Supplies - Paper/Pens/Ink (Shipping/Tax Diff),Operations,User_20,Review Further
INV-000387,PO-00190,SUP-027,45133.96,USD,2025-11-08,Bank Transaction Fees,Finance,User_2,Approve
INV-000388,PO-00126,SUP-010,4941.35,USD,2025-10-25,Bank Transaction Fees,Finance,User_5,Reject
INV-000389,PO-00275,SUP-036,10478.75,USD,2025-07-19,Unrelated Service Fee,Finance,User_11,Reject
INV-000390,PO-00090,SUP-048,28875.1,USD,2025-07-07,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_7,Review Further
INV-000391,PO-00135,SUP-028,32557.92,USD,2025-05-30,Cloud Hosting Services - AWS,IT,User_3,Approve
INV-000392,PO-00264,SUP-009,30959.74,USD,2025-10-12,Microsoft 365 Enterprise Licenses (Annual),IT,User_9,Approve
INV-000393,,SUP-047,792.15,USD,2025-05-17,Suspicious Non-PO Request,IT,User_2,Reject
INV-000394,PO-00255,SUP-046,53120.62,USD,2025-07-08,Pest Control Quarterly Service (Shipping/Tax Diff),Operations,User_12,Review Further
INV-000395,PO-00237,SUP-018,17921.14,USD,2025-02-14,Security Guard Services - Nov,Operations,User_15,Approve
INV-000396,PO-00202,SUP-004,45013.7,USD,2025-03-14,Unrelated Service Fee,Operations,User_3,Reject
INV-000397,PO-00054,SUP-011,8194.67,USD,2025-11-28,Cloud Hosting Services - AWS,IT,User_11,Approve
INV-000398,PO-00259,SUP-039,4651.82,USD,2025-07-21,HVAC Maintenance and Repair,Operations,User_15,Approve
INV-000399,PO-00005,SUP-036,40566.81,USD,2025-06-16,Audit Services - FY2025,Finance,User_14,Approve
INV-000400,PO-00134,SUP-024,46771.39,EUR,2025-06-07,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_4,Reject
INV-000401,PO-00273,SUP-031,2952.31,USD,2025-05-06,Video Production Services - Promo (Shipping/Tax Diff),Marketing,User_15,Review Further
INV-000402,PO-00178,SUP-030,28415.05,USD,2025-08-09,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_9,Review Further
INV-000403,PO-00042,SUP-045,822.03,USD,2025-08-26,Email Marketing Platform Subscription,Marketing,User_15,Reject
INV-000404,PO-00270,SUP-014,3850.13,USD,2025-08-27,Corporate Insurance Premium,Finance,User_13,Approve
INV-000405,PO-00113,SUP-033,16074.19,USD,2025-10-23,Creative Design for Holiday Campaign,Marketing,User_9,Reject
INV-000406,,SUP-032,3419.45,USD,2025-10-12,Payroll Processing Fees - Oct,Finance,User_10,Review Further
INV-000407,PO-00290,SUP-005,19655.88,USD,2025-10-19,Security Guard Services - Nov,Operations,User_9,Approve
INV-000408,PO-00078,SUP-009,33360.76,USD,2025-11-03,Unrelated Service Fee,IT,User_8,Reject
INV-000409,,SUP-038,4318.85,USD,2025-04-16,Suspicious Non-PO Request,Operations,User_3,Reject
INV-000410,PO-00146,SUP-014,26162.75,EUR,2025-04-24,Corporate Insurance Premium,Finance,User_15,Approve
INV-000411,,SUP-006,1403.96,USD,2025-04-10,Suspicious Non-PO Request,Operations,User_19,Reject
INV-000412,PO-00248,SUP-022,39687.27,USD,2026-01-18,Tax Consultation Fees,Finance,User_14,Approve
INV-000413,PO-00057,SUP-044,32037.11,USD,2025-04-18,Financial Reporting Software - Seat License,Finance,User_15,Approve
INV-000414,PO-00141,SUP-044,9483.71,EUR,2025-06-08,Corporate Insurance Premium,Finance,User_16,Approve
INV-000415,PO-00202,SUP-004,45013.7,GBP,2025-03-13,Facilities Management Retainer,Operations,User_3,Review Further
INV-000416,PO-00158,SUP-046,50681.7,USD,2025-10-10,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_4,Review Further
INV-000417,,SUP-009,4391.08,USD,2025-06-22,Suspicious Non-PO Request,IT,User_5,Reject
INV-000418,PO-00132,SUP-025,632.45,EUR,2025-04-07,Pest Control Quarterly Service,Operations,User_10,Approve
INV-000419,,SUP-005,1489.6,USD,2025-10-07,Suspicious Non-PO Request,Operations,User_20,Reject
INV-000420,PO-00235,SUP-023,34216.11,USD,2025-10-02,Corporate Insurance Premium,Finance,User_11,Approve
INV-000421,PO-00184,SUP-013,3629.24,USD,2026-01-06,Server Rack Maintenance Fee,IT,User_14,Approve
INV-000422,,SUP-036,1160.39,USD,2025-03-22,Bank Transaction Fees,Finance,User_7,Review Further
INV-000423,PO-00207,SUP-021,13117.04,EUR,2026-01-31,Tax Consultation Fees,Finance,User_3,Approve
INV-000424,PO-00181,SUP-002,39638.76,USD,2025-04-11,Q3 Digital Ad Campaign Management,Marketing,User_18,Approve
INV-000425,,SUP-039,2696.93,USD,2025-02-07,Suspicious Non-PO Request,Operations,User_20,Reject
INV-000426,PO-00039,SUP-025,43787.05,EUR,2025-07-05,Security Guard Services - Nov,Operations,User_18,Approve
INV-000427,,SUP-037,2249.36,USD,2025-03-18,Suspicious Non-PO Request,IT,User_18,Reject
INV-000428,,SUP-028,3491.2,USD,2025-12-02,Suspicious Non-PO Request,IT,User_1,Reject
INV-000429,,SUP-039,2625.53,USD,2025-11-28,Suspicious Non-PO Request,Operations,User_20,Reject
INV-000430,PO-00124,SUP-022,15509.56,EUR,2025-11-10,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_11,Review Further
INV-000431,PO-00169,SUP-045,49240.8,USD,2025-09-22,Google Ads Spend - September (Shipping/Tax Diff),Marketing,User_15,Review Further
INV-000432,PO-00178,SUP-030,26777.19,USD,2025-07-31,Cloud Hosting Services - AWS,IT,User_9,Approve
INV-000433,,SUP-033,2506.96,USD,2025-04-30,Video Production Services - Promo,Marketing,User_16,Review Further
INV-000434,,SUP-016,490.56,USD,2025-03-11,Pest Control Quarterly Service,Operations,User_19,Review Further
INV-000435,,SUP-025,2582.94,USD,2025-03-06,Suspicious Non-PO Request,Operations,User_9,Reject
INV-000436,PO-00287,SUP-001,30452.19,USD,2025-02-03,Pest Control Quarterly Service,Operations,User_12,Approve
INV-000437,,SUP-012,914.77,USD,2025-02-03,Suspicious Non-PO Request,IT,User_10,Reject
INV-000438,PO-00080,SUP-039,33462.01,EUR,2025-09-17,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_14,Review Further
INV-000439,,SUP-003,735.05,USD,2025-12-11,Suspicious Non-PO Request,IT,User_6,Reject
INV-000440,PO-00021,SUP-048,19390.15,GBP,2025-08-05,Payroll Processing Fees - Oct,Finance,User_18,Review Further
INV-000441,PO-00180,SUP-012,37830.5,EUR,2025-04-04,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_18,Approve
INV-000442,PO-00108,SUP-043,7355.56,EUR,2025-10-22,Financial Reporting Software - Seat License,Finance,User_5,Reject
INV-000443,PO-00125,SUP-029,13721.04,USD,2025-03-26,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_3,Review Further
INV-000444,PO-00006,SUP-044,8196.24,USD,2025-06-12,Unrelated Service Fee,Finance,User_3,Reject
INV-000445,PO-00280,SUP-026,36490.53,USD,2025-04-10,Audit Services - FY2025,Finance,User_20,Review Further
INV-000446,PO-00098,SUP-013,41257.02,USD,2025-08-18,Monitor 27-inch 4K - Dell UltraSharp (Shipping/Tax Diff),IT,User_14,Review Further
INV-000447,PO-00087,SUP-046,4335.43,GBP,2025-09-27,Breakroom Snacks and Coffee,Operations,User_9,Review Further
INV-000448,PO-00135,SUP-028,32557.92,USD,2025-06-05,Cloud Hosting Services - AWS,IT,User_3,Approve
INV-000449,PO-00065,SUP-002,17808.09,USD,2025-10-18,SEO Optimization Services,Marketing,User_1,Approve
INV-000450,PO-00022,SUP-019,39372.81,USD,2026-02-03,Breakroom Snacks and Coffee (Shipping/Tax Diff),Operations,User_4,Review Further
INV-000451,PO-00068,SUP-044,29239.19,USD,2025-05-28,Financial Reporting Software - Seat License,Finance,User_4,Approve
INV-000452,PO-00049,SUP-022,21717.03,USD,2025-06-26,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_15,Review Further
INV-000453,PO-00203,SUP-043,31403.72,USD,2025-06-26,Corporate Insurance Premium,Finance,User_13,Approve
INV-000454,PO-00061,SUP-048,6098.61,EUR,2026-01-30,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_20,Review Further
INV-000455,,SUP-020,3234.82,USD,2025-04-04,Suspicious Non-PO Request,Operations,User_17,Reject
INV-000456,PO-00112,SUP-038,19259.97,EUR,2026-01-23,Office Cleaning Services - Monthly,Operations,User_11,Approve
INV-000457,PO-00197,SUP-044,29648.22,USD,2025-06-02,Audit Services - FY2025,Finance,User_9,Approve
INV-000458,,SUP-038,1152.4,USD,2025-12-09,Suspicious Non-PO Request,Operations,User_13,Reject
INV-000459,,SUP-028,2248.73,USD,2025-11-03,Suspicious Non-PO Request,IT,User_15,Reject
INV-000460,PO-00212,SUP-034,17830.64,USD,2025-04-11,Software Development Consultation - Q3,IT,User_9,Approve
INV-000461,PO-00018,SUP-043,13505.71,EUR,2025-11-11,Corporate Insurance Premium,Finance,User_19,Approve
